Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
8:9	v5fi		rc://*/ta/man/translate/figs-metonymy	אֶפְרַ֖יִם	1	Here, **Ephraim** represents the people of the northern kingdom of Israel. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [The northern kingdom]
8:9	em5z		rc://*/ta/man/translate/figs-metaphor	אֶפְרַ֖יִם הִתְנ֥וּ אֲהָבִֽים	1	Yahweh is speaking of the foreign alliances the northern kingdom of Israel is seeking as if they were hiring **lovers**, as a prostitute seeks paying clients. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Ephraim has paid for other nations to support them]
8:10	ex35		rc://*/ta/man/translate/figs-metaphor	אֲקַבְּצֵ֑⁠ם	1	Yahweh is speaking of punishing Israel as if he were **gathering** them for punishment. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will gather them for judgement]
8:10	tq8p		rc://*/ta/man/translate/figs-ellipsis	וַ⁠יָּחֵ֣לּוּ מְּעָ֔ט	1	Yahweh is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [And they will begin to be gathered in a little while]
8:10	wvtv		rc://*/ta/man/translate/figs-abstractnouns	מִ⁠מַּשָּׂ֖א	1	If your language does not use an abstract noun for the idea of **burden**, you could express the same idea in another way. Alternate translation: [from the oppression of]
8:10	gb1q		rc://*/ta/man/translate/figs-possession	מֶ֥לֶךְ שָׂרִֽים	1	Yahweh is using the possessive form to describe a **king** who rules over **princes** which refers to the king of Assyria (see [Isaiah 10:8](../../isa/10/08.md)). If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the king over princes]
8:12	woma		rc://*/ta/man/translate/figs-hyperbole	רבו תּֽוֹרָתִ֑⁠י	1	Yahweh says **myriads of my law** as an extreme statement for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: [a huge number of copies of my law]
8:12	ern7		rc://*/ta/man/translate/figs-activepassive	כְּמוֹ־זָ֖ר נֶחְשָֽׁבוּ	1	The expression **be regarded** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [he would still consider my law as something strange]
8:13	cq1b		rc://*/ta/man/translate/writing-poetry	זִבְחֵ֣י הַבְהָבַ֗⁠י יִזְבְּח֤וּ בָשָׂר֙ וַ⁠יֹּאכֵ֔לוּ	1	Yahweh is using a construction in which a verb **sacrifice** and its object **sacrifices**, come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [They eat the flesh from the sacrifices they offer me as gifts]
8:13	h237		rc://*/ta/man/translate/figs-possession	זִבְחֵ֣י הַבְהָבַ֗⁠י	1	Yahweh is using the possessive form to describe **sacrifices** that consist of **gifts** offered to him. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [The offerings given as gifts to me]
8:13	fsic		rc://*/ta/man/translate/figs-123person	יְהוָ֖ה לֹ֣א רָצָ֑⁠ם עַתָּ֞ה יִזְכֹּ֤ר	1	Yahweh is speaking of himself in the third person as **Yahweh** and**he**. If it would be helpful in your language, you could translate this in the first person. Alternate translation: [I do not accept them. Now I will remember]
8:13	dj4n		rc://*/ta/man/translate/figs-abstractnouns	עֲוֺנָ⁠ם֙	1	If your language does not use an abstract noun for the idea of **iniquity**, you could express the same idea in another way. Alternate translation: [the evil they have done]
8:13	agdl		rc://*/ta/man/translate/figs-abstractnouns	חַטֹּאותָ֔⁠ם	1	If your language does not use an abstract noun for the idea of **sins**, you could express the same idea in another way. Alternate translation: [the wrong things they did]
8:13	y89t		rc://*/ta/man/translate/figs-metaphor	הֵ֖מָּה מִצְרַ֥יִם יָשֽׁוּבוּ	1	Yahweh is speaking of Israel once again experiencing bondage under a foreign power as their ancestors did as if they **return to Egypt**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [They will be enslaved by a foreign nation again]
8:13	e477		rc://*/ta/man/translate/writing-pronouns	הֵ֖מָּה מִצְרַ֥יִם יָשֽׁוּבוּ	1	Yahweh is stating the pronoun **They** separately, even though the verb translated as **they will return** already includes this meaning. He is doing that to emphasize that Israel is choosing to return to bondage by their own actions. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [They themselves will return to Egypt]
8:14	nrai		rc://*/ta/man/translate/figs-metaphor	וַ⁠יִּשְׁכַּ֨ח יִשְׂרָאֵ֜ל	1	Here Yahweh is speaking of Israel’s deliberate rejection of Yahweh as if they **forgot** him. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And Israel rejected] or [And Israel abandoned]
8:14	adey		rc://*/ta/man/translate/figs-metaphor	וְ⁠שִׁלַּחְתִּי־אֵ֣שׁ בְּ⁠עָרָ֔י⁠ו וְ⁠אָכְלָ֖ה אַרְמְנֹתֶֽי⁠הָ	1	Yahweh is speaking of **fire** as if it were an animal that will **devour** its prey. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [it will burn down her citadels]
8:14	vmkq		rc://*/ta/man/translate/writing-pronouns	בְּ⁠עָרָ֔י⁠ו וְ⁠אָכְלָ֖ה אַרְמְנֹתֶֽי⁠הָ	1	The pronoun **his** and the pronoun **her** both refer to Judah, who represents the people of the southern kingdom of Israel. It may be helpful to clarify this for your readers. Alternate translation: [on Judah’s cities and it will devour Judah’s citadels]
9:intro	qusi					# Hosea 9 Chapter Introduction\n\n## Structure and Formatting\n\nHosea 9 is prophetic judgment poetry in which Yahweh forbids Israel from celebrating and announces exile to Egypt and Assyria for idolatry.\n\n1. Israel’s joy will turn to exile and loss (1–6)\n2. Israel rejects Yahweh’s prophets and remains corrupt (7–9)\n3. Yahweh removes blessing because of Israel’s sin (10–17)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Fertility and barrenness as divine judgment\n\nYahweh reverses Israel’s fruitfulness through miscarrying wombs, dry breasts, and dried roots. Agricultural metaphors (threshing floors, grapes, figs) tie barrenness directly to the people’s unfaithfulness.
9:1	k8si		rc://*/ta/man/translate/figs-abstractnouns	גִּיל֙	1	If your language does not use an abstract noun for the idea of **joy**, you could express the same idea in another way. Alternate translation: [celebrate]
9:1	j7o3		rc://*/ta/man/translate/figs-metaphor	זָנִ֖יתָ מֵ⁠עַ֣ל אֱלֹהֶ֑י⁠ךָ	1	The speaker is speaking of Israel’s unfaithfulness to Yahweh as if it were **prostitution**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [you have worshiped other gods instead of your God]
9:1	y3u4		rc://*/ta/man/translate/figs-metaphor	מֵ⁠עַ֣ל	1	The speaker is speaking of Israel’s faithfulness to God as if it were a physical position, with Israel resting **upon** God, but now in their unfaithfulness, they have moved away **from upon** him. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [you have prostituted yourself away from your God]
9:1	ri21		rc://*/ta/man/translate/figs-possession	אֱלֹהֶ֑י⁠ךָ	1	The speaker is not using this possessive form **your God** to indicate that the Israelites possess or control Yahweh. Rather he is using these words to emphasize the distinction between the gods of the nations and Israel’s God. Alternate translation: [the God who has chosen you]
9:1	tq0z		rc://*/ta/man/translate/figs-metaphor	אָהַ֣בְתָּ אֶתְנָ֔ן	1	The speaker is speaking of the grain that Israel perceived as being a reward from the idols for their worship as if they were **prostitute-wages**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [You have loved the rewards you perceived as being from your idols]
9:2	ggr4		rc://*/ta/man/translate/figs-123person	לֹ֣א יִרְעֵ֑⁠ם	1	In verse 1, the speaker addresses Israel directly in the second person, but here he shifts to speaking about them in the third person as **them**. If it would be helpful in your language, you could continue addressing them in the second person. Alternate translation: [will not feed you]
9:2	jpba		rc://*/ta/man/translate/writing-pronouns	יְכַ֥חֶשׁ בָּֽ⁠הּ	1	The pronoun **her** refers to the nation of Israel who he was addressing directly in the previous verse. It may be helpful to clarify this for your readers or continue to use the second person for consistency. Alternate translation: [will fail Israel] or [will fail you]
9:3	wm08		rc://*/ta/man/translate/figs-possession	בְּ⁠אֶ֣רֶץ יְהוָ֑ה	1	The speaker is using this possessive form to mean that the **land** belongs to **Yahweh**. It may be helpful to clarify this for your readers. Alternate translation: [in Yahweh’s land that he has given to them]
9:4	al19		rc://*/ta/man/translate/figs-activepassive	יִטַמָּ֑אוּ	1	The expression **will be defiled** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [will defile themselves]
9:4	ms87		rc://*/ta/man/translate/figs-abstractnouns	כְּ⁠לֶ֤חֶם אוֹנִים֙	1	If your language does not use an abstract noun for the idea of **mourning**, you could express the same idea in another way. Alternate translation: [like bread eaten by those who grieve]
9:4	tt6j		rc://*/ta/man/translate/figs-simile	כְּ⁠לֶ֤חֶם אוֹנִים֙	1	The point of this comparison is that just as **bread of mourning** is ritually unclean (see [Deuteronomy 26:12-15](../../deu/26/12.md)) and makes anyone who eats it unacceptable to God, so **their sacrifices** will make them unacceptable to God. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like food that makes a person ritually unclean]
9:4	ugdt		rc://*/ta/man/translate/figs-synecdoche	לַחְמָ֣⁠ם	1	Hosea is using one kind of food, **their bread**, to mean food in general. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [their food]
9:4	qekh		rc://*/ta/man/translate/figs-metaphor	לֹ֥א יָב֖וֹא בֵּ֥ית יְהוָֽה	1	The speaker is speaking of the temple of Yahweh as if it were a **house** in which he lived. Alternate translation: [it will not enter the temple of Yahweh]
9:5	m2ca		rc://*/ta/man/translate/figs-rquestion	מַֽה־תַּעֲשׂ֖וּ לְ⁠י֣וֹם מוֹעֵ֑ד וּ⁠לְ⁠י֖וֹם חַג־יְהוָֽה	1	The speaker is using the question form to emphasize that the people will not be able to do anything for these religious festivals and feasts because they will not be in their land and far from the temple. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [You will be able to do nothing for the day of meeting or for the day of the festival of Yahweh.]
9:5	bchp		rc://*/ta/man/translate/figs-possession	לְ⁠י֣וֹם מוֹעֵ֑ד	1	The speaker is using the possessive form to describe a **day** that is characterized by **meeting**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [for the day when you meet together]
9:5	nqbw		rc://*/ta/man/translate/figs-possession	וּ⁠לְ⁠י֖וֹם חַג־יְהוָֽה	1	The speaker is using the possessive form to describe a **festival** that is about **Yahweh**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [and for the day of the festival dedicated to Yahweh]
9:6	eeey		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי־הִנֵּ֤ה	1	The word translated as **For** indicates that the fact that follows about them being taken into captivity is a reason for what came before which was their inability to celebrate the holy occasions any more. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [This is because]
9:6	hcks		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֤ה	1	The speaker is using the term **behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation. Alternate translation: [For indeed,]
9:6	s1nc		rc://*/ta/man/translate/figs-metonymy	מִצְרַ֥יִם תְּקַבְּצֵ֖⁠ם מֹ֣ף תְּקַבְּרֵ֑⁠ם	1	The words **Egypt** and **Memphis** represent the people of those places. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [The people of Egypt will gather them; the people of Memphis will bury them]
9:6	q85a		rc://*/ta/man/translate/figs-personification	מַחְמַ֣ד לְ⁠כַסְפָּ֗⁠ם קִמּוֹשׂ֙ יִֽירָשֵׁ֔⁠ם	1	The speaker is speaking of **Nettles** as if they were living things that could **possess** property. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [The precious things of their silver will be covered with nettles]
9:6	ffdn		rc://*/ta/man/translate/translate-unknown	קִמּוֹשׂ֙	1	**Nettles** are a kind of prickly weed that grows in neglected places. If your readers would not be familiar with the name of these weeds, you could use the name of a similar thing that your readers would recognize, or you could use a more general term. Alternate translation: [Prickly weeds]
9:6	x8pv		rc://*/ta/man/translate/figs-possession	מַחְמַ֣ד לְ⁠כַסְפָּ֗⁠ם	1	The speaker is using this possessive form to mean the **precious things** that are made of **silver**. It may be helpful to clarify this for your readers. Alternate translation: [their precious things made of silver]
9:7	y5mx		rc://*/ta/man/translate/grammar-connect-logic-result	בָּ֣אוּ ׀ יְמֵ֣י הַ⁠פְּקֻדָּ֗ה בָּ֚אוּ יְמֵ֣י הַ⁠שִׁלֻּ֔ם יֵדְע֖וּ יִשְׂרָאֵ֑ל אֱוִ֣יל הַ⁠נָּבִ֗יא מְשֻׁגָּע֙ אִ֣ישׁ הָ⁠ר֔וּחַ עַ֚ל רֹ֣ב עֲוֺנְ⁠ךָ֔ וְ⁠רַבָּ֖ה מַשְׂטֵמָֽה	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [Because of the abundance of your iniquity and great hostility, the days of punishment have come; the days of retribution have come. Israel will know it! The prophet {is} a fool; the man of the Spirit is insane]
9:7	czv1		rc://*/ta/man/translate/figs-abstractnouns	הַ⁠פְּקֻדָּ֗ה	1	If your language does not use an abstract noun for the idea of **punishment**, you could express the same idea in another way. Alternate translation: [punishing you]
9:7	k741		rc://*/ta/man/translate/figs-parallelism	בָּ֣אוּ ׀ יְמֵ֣י הַ⁠פְּקֻדָּ֗ה בָּ֚אוּ יְמֵ֣י הַ⁠שִׁלֻּ֔ם	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. See how you as a team have decided to translate the parallel phrases in poetry, and follow that approach here and throughout this chapter. Alternate translation: [The days of getting the punishment they deserve have certainly come]
9:7	lekb		rc://*/ta/man/translate/figs-abstractnouns	הַ⁠שִׁלֻּ֔ם	1	If your language does not use an abstract noun for the idea of **retribution**, you could express the same idea in another way. Alternate translation: [getting what they deserve]
9:7	fffa		rc://*/ta/man/translate/writing-quotations	אֱוִ֣יל הַ⁠נָּבִ֗יא מְשֻׁגָּע֙ אִ֣ישׁ הָ⁠ר֔וּחַ	1	Here the speaker is saying what the people said about the prophet. If it would be helpful to your readers, you could mark that this is a direct quote of the people. Alternate translation: [They said, “The prophet is a fool; the man of the Spirit is insane.” They say this]
9:7	depr		rc://*/ta/man/translate/figs-parallelism	אֱוִ֣יל הַ⁠נָּבִ֗יא מְשֻׁגָּע֙ אִ֣ישׁ הָ⁠ר֔וּחַ	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in poetry, and follow that approach here and throughout this chapter. Alternate translation: [The prophet is a fool; indeed, the man of the Spirit is insane]
9:7	xuwq		rc://*/ta/man/translate/figs-abstractnouns	מַשְׂטֵמָֽה	1	If your language does not use an abstract noun for the idea of **hostility**, you could express the same idea in another way. Alternate translation: [hatred toward God]
9:7	k8le		rc://*/ta/man/translate/figs-possession	אִ֣ישׁ הָ⁠ר֔וּחַ	1	The speaker is using the possessive form to describe the prophet as being a **man** that is characterized by being associated with **the Spirit**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the man who has the Spirit]
9:7	jl0m		rc://*/ta/man/translate/figs-abstractnouns	רֹ֣ב עֲוֺנְ⁠ךָ֔	1	If your language does not use abstract nouns for the ideas of **abundance** and **iniquity**, you could express the same ideas in other ways. Alternate translation: [the many evil things you have done]
9:7	j7cn		rc://*/ta/man/translate/figs-123person	עֲוֺנְ⁠ךָ֔	1	The speaker has been speaking about Israel in the third person, but here he shifts to addressing them directly in the second person with **your iniquity**. If it would be helpful in your language, you could continue in the third person for consistency. Alternate translation: [their iniquity]
9:8	jpxk		rc://*/ta/man/translate/figs-possession	אֱלֹהָ֑⁠י	1	The speaker is not using this possessive form **my God** to indicate that he possesses or controls Yahweh. Rather he is using these words to indicate that Yahweh is the God whom he worships. Alternate translation: [the God I worship]
9:8	l579		rc://*/ta/man/translate/figs-metaphor	צֹפֶ֥ה אֶפְרַ֖יִם עִם־אֱלֹהָ֑⁠י	1	Here the speaker is speaking of the prophet as if he were a **watcher** over the people along **with** their God. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [The prophet is a watchman for God over Ephraim]
9:8	b19a		rc://*/ta/man/translate/figs-metaphor	פַּ֤ח יָקוֹשׁ֙ עַל־כָּל־דְּרָכָ֔י⁠ו	1	The speaker is speaking of the dangers the prophet faces as if they were **a snare of a fowler** set to trap his prey. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [a trap is set for him wherever he goes]
9:8	s14p		rc://*/ta/man/translate/translate-unknown	יָקוֹשׁ֙	1	A **fowler** is a person who catches birds. If your readers would not be familiar with what a **fowler** is, you could use the name of a similar thing that your readers would recognize, or you could use a more general term. Alternate translation: [a bird catcher]
9:8	jn90		rc://*/ta/man/translate/figs-abstractnouns	מַשְׂטֵמָ֖ה	1	If your language does not use an abstract noun for the idea of **hostility**, you could express the same idea in another way. Alternate translation: [those who hate him are]
9:8	x7nh		rc://*/ta/man/translate/figs-possession	בְּ⁠בֵ֥ית אֱלֹהָֽי⁠ו	1	The speaker is using the possessive form to describe the **house** that belongs to **his God** as the temple. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [in the temple where his God is worshiped]
9:9	h3gc		rc://*/ta/man/translate/figs-idiom	הֶעְמִֽיקוּ־שִׁחֵ֖תוּ	1	The speaker is using **They have made deep, they have corrupted themselves** as a common expression to mean “they have become thoroughly corrupt.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [They have corrupted themselves completely]
9:9	kizp		rc://*/ta/man/translate/figs-simile	כִּ⁠ימֵ֣י הַ⁠גִּבְעָ֑ה	1	The point of this comparison is that just as the people in **the days of Gibeah** were extremely corrupt (refers to the story of the people of Gibeah’s sin again the Levite’s concubine in [Judges 19](../../jdg/19/01.md)), so the people of Israel are equally corrupt now. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [just as corrupt as the people of Gibeah were]
9:9	v910		rc://*/ta/man/translate/figs-abstractnouns	עֲוֺנָ֔⁠ם יִפְק֖וֹד חַטֹּאותָֽ⁠ם	1	If your language does not use abstract nouns for the ideas of **iniquity** and **sin**, you could express the same ideas in other ways. Alternate translation: [the evil things they have done; he will punish their sinful ways]
9:10	sv2d		rc://*/ta/man/translate/writing-quotations	כַּ⁠עֲנָבִ֣ים בַּ⁠מִּדְבָּ֗ר מָצָ֨אתִי֙ יִשְׂרָאֵ֔ל	1	This seems to be the beginning of what Yahweh said. If it would be helpful to your readers, you could mark that this is a direct quote of Yahweh that continues through the end of the chapter except for a few verses that are probably the prophet speaking as modeled in the UST.
9:10	clny		rc://*/ta/man/translate/figs-simile	כַּ⁠עֲנָבִ֣ים בַּ⁠מִּדְבָּ֗ר מָצָ֨אתִי֙ יִשְׂרָאֵ֔ל	1	The point of this comparison is that just as **grapes in the wilderness** would be a delightful and unexpected discovery for a weary traveler, so **Israel** was a delight to Yahweh when he first chose them. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [When I found and chose Israel, it was as pleasing to me as finding grapes in the wilderness]
9:10	l15m		rc://*/ta/man/translate/figs-metaphor	אֲבֽוֹתֵי⁠כֶ֑ם	1	Yahweh is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [your forefathers]
9:10	i1ny		rc://*/ta/man/translate/figs-simile	וַ⁠יִּהְי֥וּ שִׁקּוּצִ֖ים כְּ⁠אָהֳבָֽ⁠ם	1	The point of this comparison is that just as the idol **they loved** was detestable to God, so the people who worshiped it **became abominations** themselves. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [and they became as abominable as the idols they loved]
9:10	qzle		rc://*/ta/man/translate/figs-simile	כְּ⁠בִכּוּרָ֤ה בִ⁠תְאֵנָה֙ בְּ⁠רֵ֣אשִׁיתָ֔⁠הּ רָאִ֖יתִי אֲבֽוֹתֵי⁠כֶ֑ם	1	The point of this comparison is that just as **the first fruit on the fig tree in its beginning** is especially valued and eagerly anticipated, so Yahweh valued the early **fathers** when he first chose them. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [I chose your fathers and greatly valued them]
9:10	af06		rc://*/ta/man/translate/figs-metonymy	וַ⁠יִּנָּֽזְרוּ֙ לַ⁠בֹּ֔שֶׁת	1	Here, **the shame** represents the idol Baal, which Yahweh considers shameful. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and they devoted themselves to that shameful idol]
9:10	rbhd		rc://*/ta/man/translate/writing-pronouns	הֵ֜מָּה בָּ֣אוּ	1	Yahweh is stating the pronoun **They** separately, even though the verb translated **they came** already includes this meaning. He is doing that to emphasize the contrast between the delight he took in their ancestors and his sadness at their subsequent unfaithfulness. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the emphasis here. Alternate translation: [They themselves came to]
9:10	n39k		rc://*/ta/man/translate/figs-explicit	בָּ֣אוּ בַֽעַל־פְּע֗וֹר	1	The phrase **they came to Baal Peor** refers to the events of [Numbers 25:1-18](../../num/25/01.md). The speaker is pointing out the turning point when the people that Yahweh had chosen turned away from worshiping him to worshiping false gods. If it would be helpful to your readers, you could include this information in a footnote.
9:11	s9m9		rc://*/ta/man/translate/figs-simile	כָּ⁠ע֖וֹף יִתְעוֹפֵ֣ף כְּבוֹדָ֑⁠ם	1	The point of this comparison is that just as **a bird** quickly flies away and is gone, so Ephraim’s **glory will fly away** and vanish. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like a bird flies away and is gone, so will their glory fly away]
9:11	dtjc		rc://*/ta/man/translate/figs-abstractnouns	כָּ⁠ע֖וֹף יִתְעוֹפֵ֣ף כְּבוֹדָ֑⁠ם	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: [soon the children that they glory in will be gone]
9:12	sckf		rc://*/ta/man/translate/figs-idiom	וְ⁠שִׁכַּלְתִּ֖י⁠ם מֵֽ⁠אָדָ֑ם	1	Yahweh is using **from a man** as a common expression of the culture to mean “every one.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [I will bereave them of every last child] or [not a single child will be left]
9:12	odc4		rc://*/ta/man/translate/figs-exclamations	א֥וֹי לָ⁠הֶ֖ם	1	Yahweh is using the phrase **woe to them** that expresses a strong feeling of coming judgment and disaster. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. Alternate translation: [great disaster will come upon them]
9:12	v8jb		rc://*/ta/man/translate/figs-metaphor	בְּ⁠שׂוּרִ֥⁠י מֵ⁠הֶֽם	1	Yahweh is speaking as if he had been walking toward the people of Israel but now would physically **turn away from** them. He means that he will stop protecting them. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [when I stop protecting them]
9:13	agb7		rc://*/ta/man/translate/figs-simile	כַּ⁠אֲשֶׁר־רָאִ֥יתִי לְ⁠צ֖וֹר שְׁתוּלָ֣ה בְ⁠נָוֶ֑ה וְ⁠אֶפְרַ֕יִם	1	The point of this comparison is that just as **Tyre** was once prosperous and beautifully **planted in a meadow** but its judgment had been predicted, so **Ephraim** was once prosperous but will also be judged. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [just as Tyre was once prosperous, so also Ephraim who was once prosperous]
9:14	dkor		rc://*/ta/man/translate/figs-imperative	תֵּן־לָ⁠הֶ֥ם יְהוָ֖ה	1	This is an imperative, but it communicates a polite request that Hosea is making to Yahweh rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please give to them, Yahweh]
9:14	ugft		rc://*/ta/man/translate/figs-rquestion	מַה־תִּתֵּ֑ן	1	The speaker is using the question form to express his anguish about what to ask God to give the people. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [I do not know what to ask!]
9:14	rqj8		rc://*/ta/man/translate/figs-synecdoche	רֶ֣חֶם מַשְׁכִּ֔יל וְ⁠שָׁדַ֖יִם צֹמְקִֽים	1	Hosea is using **a miscarrying womb and dry breasts** to represent the complete inability to have and raise children which would be a mercy since they were destined to be slain as mentioned in the previous verse. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [the complete inability to have and raise children]
9:15	nkkk		rc://*/ta/man/translate/figs-abstractnouns	כָּל־רָעָתָ֤⁠ם בַּ⁠גִּלְגָּל֙	1	If your language does not use an abstract noun for the idea of **evil**, you could express the same idea in another way. Alternate translation: [All their wicked deeds began in Gilgal]
9:15	dqqa		rc://*/ta/man/translate/grammar-connect-words-phrases	כִּֽי־שָׁ֣ם	1	Here the word **for** introduces not a reason but an explanation. You may want to use a different connecting word to show how this statement relates to what comes before it. Alternate translation: [and it was because of what they did there that]
9:15	rnjf		rc://*/ta/man/translate/figs-metaphor	מִ⁠בֵּיתִ֖⁠י אֲגָרְשֵׁ֑⁠ם	1	Yahweh is speaking of his land as if it were his **house**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will expel them from my land]
9:16	pj66		rc://*/ta/man/translate/figs-possession	מַחֲמַדֵּ֥י בִטְנָֽ⁠ם	1	Yahweh is using this possessive form to mean the **precious ones** who came from **their womb**, that is, their beloved children. It may be helpful to clarify this for your readers. Alternate translation: [the precious children born from their womb]
9:16	jgzu		rc://*/ta/man/translate/figs-metaphor	שָׁרְשָׁ֥⁠ם יָבֵ֖שׁ פְּרִ֣י בלי־יַעֲשׂ֑וּ⁠ן	1	Yahweh is speaking of the people of Ephraim as if they were a plant whose **root has dried up** and that will not **produce fruit**. He means they will have no children or prosperity. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [they will no longer have children or prosperity]
9:16	tvj7		rc://*/ta/man/translate/figs-activepassive	הֻכָּ֣ה אֶפְרַ֔יִם	1	The expression **Ephraim is struck** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is God. Alternate translation: [I will strike Ephraim]
9:16	g87g		rc://*/ta/man/translate/figs-metonymy	מַחֲמַדֵּ֥י בִטְנָֽ⁠ם	1	Here, **womb** represents the act of giving birth to children. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the precious children to whom they give birth]
9:17	urye		rc://*/ta/man/translate/figs-possession	אֱלֹהַ֔⁠י	1	See how you translated the similar expression in [9:8](../09/08.md). Alternate translation: [The God I worship]
