Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
8:61	dlue		rc://*/ta/man/translate/figs-metaphor	וְ⁠הָיָ֤ה לְבַבְ⁠כֶם֙ שָׁלֵ֔ם עִ֖ם יְהוָ֣ה אֱלֹהֵ֑י⁠נוּ	1	Here the **heart** represents a person’s commitment, loyalty, and devotion. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And may you be completely devoted to Yahweh our God]
8:61	k85q		rc://*/ta/man/translate/figs-yousingular	לְבַבְ⁠כֶם֙	1	The word **your** is plural here because Solomon is addressing the crowd of Israelites, so use the plural form in your translation if your language marks that distinction.
8:61	mc5g		rc://*/ta/man/translate/grammar-collectivenouns	לְבַבְ⁠כֶם֙	1	In this verse, the word **heart** is singular in form, but it refers to all the people of Israel as a group. If it would be helpful in your language, you could use the plural form of “heart.” Alternate translation: [your hearts]
8:61	rfoj		rc://*/ta/man/translate/figs-parallelism	לָ⁠לֶ֧כֶת & וְ⁠לִ⁠שְׁמֹ֥ר מִצְוֺתָ֖י⁠ו	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [to live obediently according to all of his commandments]
8:61	od4c		rc://*/ta/man/translate/figs-idiom	כַּ⁠יּ֥וֹם הַ⁠זֶּֽה	1	See how you translated the similar expression in [8:24](../08/24.md). Alternate translation: [as is the case right now]
8:62	yxef		rc://*/ta/man/translate/figs-hyperbole	וְ⁠כָל־יִשְׂרָאֵ֖ל	1	The author says **all of Israel** as a generalization for emphasis. If it would be clearer in your language, you could express the emphasis in a different way, here and in the next verse. Alternate translation: [and all of the Israelites who were present]
8:62	ki64		rc://*/ta/man/translate/writing-poetry	זֹבְחִ֥ים זֶ֖בַח	1	The author is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [were offering sacrifices]
8:62	dhjz		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֥י יְהוָֽה	1	Here, **to the face of** represents being in the presence of Yahweh. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in the presence of Yahweh]
8:63	soei		rc://*/ta/man/translate/figs-explicitinfo	וַ⁠יִּזְבַּ֣ח שְׁלֹמֹ֗ה אֵ֣ת זֶ֣בַח הַ⁠שְּׁלָמִים֮ אֲשֶׁ֣ר זָבַ֣ח לַ⁠יהוָה֒	1	It might seem that this expression contains extra information that would not be natural to express in your language. If so, you could shorten it. Alternate translation: [And Solomon sacrificed a sacrifice of peace offerings to Yahweh]
8:63	sxlv		rc://*/ta/man/translate/writing-poetry	וַ⁠יִּזְבַּ֣ח שְׁלֹמֹ֗ה אֵ֣ת זֶ֣בַח הַ⁠שְּׁלָמִים֮	1	The author is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [And Solomon offered a sacrifice of peace offerings]
8:63	tbt4		rc://*/ta/man/translate/figs-metaphor	בְּנֵ֥י יִשְׂרָאֵֽל	1	See how you translated the similar expression in [8:1](../08/01.md). Alternate translation: [the Israelites]
8:64	wzv7		rc://*/ta/man/translate/grammar-connect-logic-result	בַּ⁠יּ֣וֹם הַ⁠ה֗וּא קִדַּ֨שׁ הַ⁠מֶּ֜לֶךְ אֶת־תּ֣וֹךְ הֶ⁠חָצֵ֗ר אֲשֶׁר֙ לִ⁠פְנֵ֣י בֵית־יְהוָ֔ה כִּי־עָ֣שָׂה שָׁ֗ם אֶת־הָֽ⁠עֹלָה֙ וְ⁠אֶת־הַ⁠מִּנְחָ֔ה וְ⁠אֵ֖ת חֶלְבֵ֣י הַ⁠שְּׁלָמִ֑ים כִּֽי־מִזְבַּ֤ח הַ⁠נְּחֹ֨שֶׁת֙ אֲשֶׁ֣ר לִ⁠פְנֵ֣י יְהוָ֔ה קָטֹ֗ן מֵֽ⁠הָכִיל֙ אֶת־הָ⁠עֹלָ֣ה וְ⁠אֶת־הַ⁠מִּנְחָ֔ה וְ⁠אֵ֖ת חֶלְבֵ֥י הַ⁠שְּׁלָמִֽים	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [On that day, since the altar of bronze that was to the face of Yahweh was too small to contain the burnt offering and the grain offering and the fat of the peace offerings, the king consecrated the middle of the courtyard that was to the face of the house of Yahweh, so that there he made the burnt offering and the grain offering and the fat of the peace offerings]
8:64	blyz		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֣י	1	Here, **to the face of** represents being in front of Yahweh’s temple. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in front of]
8:64	ezf1		rc://*/ta/man/translate/grammar-collectivenouns	אֶת־הָֽ⁠עֹלָה֙ וְ⁠אֶת־הַ⁠מִּנְחָ֔ה	1	In this verse, the terms **the burnt offering** and **the grain offering** are singular in form, but they refer to all the burnt offerings and grain offerings as groups. If it would be helpful in your language, you could use the plural forms of these terms. Alternate translation: [the burnt offerings and the grain offerings]
8:64	gi80		rc://*/ta/man/translate/figs-metonymy	מִזְבַּ֤ח הַ⁠נְּחֹ֨שֶׁת֙ אֲשֶׁ֣ר לִ⁠פְנֵ֣י יְהוָ֔ה	1	Here, **to the face of Yahweh** represents being in front of Yahweh’s temple. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the altar of bronze that was in front of Yahweh’s temple]
8:64	dlb7		rc://*/ta/man/translate/figs-explicitinfo	קָטֹ֗ן מֵֽ⁠הָכִיל֙ אֶת־הָ⁠עֹלָ֣ה וְ⁠אֶת־הַ⁠מִּנְחָ֔ה וְ⁠אֵ֖ת חֶלְבֵ֥י הַ⁠שְּׁלָמִֽים	1	Since the author lists all of these offerings earlier in the verse, it might seem that repeating the whole list here would be to convey extra information that would not be natural to express in your language. If so, you could refer to the offerings with a brief phrase. Alternate translation: [was too small to contain all those offerings]
8:65	d5ex		rc://*/ta/man/translate/figs-explicit	אֶת־הֶ⁠חָ֡ג	1	By **the feast**, the author means the Festival of Booths (also known as the Festival of Shelters or Tabernacles). You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [the Feast of Booths]
8:65	h26i		rc://*/ta/man/translate/figs-ellipsis	וְ⁠כָל־יִשְׂרָאֵ֣ל עִמּ⁠וֹ֩	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and all of Israel observed the feast with him]
8:65	bx4l		rc://*/ta/man/translate/figs-hyperbole	וְ⁠כָל־יִשְׂרָאֵ֣ל עִמּ⁠וֹ֩	1	The author is saying **all of Israel with him** as a generalization for emphasis. If it would be clearer in your language, you could express the emphasis in a different way. Alternate translation: [and all of the Israelites who were present observed the feast with him]
8:65	wok7		rc://*/ta/man/translate/figs-merism	מִ⁠לְּב֥וֹא חֲמָ֣ת ׀ עַד־נַ֣חַל מִצְרַ֗יִם	1	The author is referring to all of Israel’s territory by naming two extremes, **Lebo Hamath** (the northern boundary) and **the wadi of Egypt** (the southern boundary). If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [from throughout the territory of Israel]
8:65	blsn		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵי֙ יְהוָ֣ה	1	Here, **to the face of** represents being in the presence of Yahweh. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in the presence of Yahweh]
8:65	k002		rc://*/ta/man/translate/figs-ellipsis	שִׁבְעַ֥ת יָמִ֖ים וְ⁠שִׁבְעַ֣ת יָמִ֑ים אַרְבָּעָ֥ה עָשָׂ֖ר יֽוֹם	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [They had celebrated the dedication of the temple for seven days, and then they celebrated the Feast of Booths for seven days, for a total of fourteen days of celebration]
8:66	i23r		rc://*/ta/man/translate/translate-ordinal	בַּ⁠יּ֤וֹם הַ⁠שְּׁמִינִי֙	1	If your language would not represent a number in a form such as **the eighth**, you could represent this number in a form that your language would use. Alternate translation: [On day eight]
8:66	n2t9		rc://*/ta/man/translate/figs-explicit	בַּ⁠יּ֤וֹם הַ⁠שְּׁמִינִי֙	1	The author assumes that readers will know that **the eighth day** refers to the day after the seven-day Feast of Booths ended. You could say that explicitly if that would be helpful to your readers. Alternate translation: [On the day after the Feast of Booths ended]
8:66	hed7		rc://*/ta/man/translate/figs-synecdoche	לְ⁠אָהֳלֵי⁠הֶ֗ם	1	The author is using one kind of home in which people of this culture lived, **tents**, to represent homes in general. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [to their homes]
8:66	aj6i		rc://*/ta/man/translate/figs-metaphor	שְׂמֵחִים֙ וְ⁠ט֣וֹבֵי לֵ֔ב	1	Here, the **heart** represents people’s feelings. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [rejoicing and feeling happy]
8:66	hgcs		rc://*/ta/man/translate/figs-doublet	שְׂמֵחִים֙ וְ⁠ט֣וֹבֵי לֵ֔ב	1	The expressions **rejoicing** and **good of heart** mean similar things. The author is using the two expressions together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [rejoicing greatly]
8:66	o4p2		rc://*/ta/man/translate/figs-nominaladj	הַ⁠טּוֹבָ֗ה	1	The author is using the adjective **good** as a noun to mean a certain kind of thing. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [the good things]
9:intro	iy5f				0	# 1 Kings 9 Chapter Introduction\n\n## Structure and Formatting\n\nThis chapter continues to describe Solomon’s reign as king of Israel.\n\n  1. Yahweh appears to Solomon in a dream for a second time, promising blessings for obedience but warning of punishment for disobedience. (9:1–9)\n  2. Solomon gives King Hiram 20 cities to thank him for his help. (9:10–14)\n  3. The author describes Solomon’s system of forced labor. (9:15–24)\n  4. Solomon makes the temple the central location for Israelite worship (9:26)\n  5. Solomon builds and sails a fleet with Hiram’s help (9:26–27)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Blessings for obedience, punishments for disobedience\n\nAfter the dedication of the temple, Yahweh appeared to Solomon a second time. He repeated the covenant promises he had made to David. Yahweh promised to establish Solomon’s throne forever if he and his descendants remained faithful and obedient to him. However, he also warned of severe consequences if they became devoted to other gods instead and worshiped them. This divine warning highlights a central theme of the Old Testament: there would be blessings for obedience, but there would be severe punishment for disobedience, especially for disobedience in the form of living in the way that followers of foreign gods lived. The nation’s well-being was directly linked to the fidelity of the king and people to Yahweh. This covenantal relationship provides the background to the events that unfold later in the book of 1 Kings and in the subsequent history of Israel.\n\n## Translation Issues in This Chapter\n\n### “serve other gods and bow down to them”\n\nIn 9:6, Yahweh warns Solomon that his descendants who become kings must not “serve other gods and bow down to them.” When applied to “other gods,” the term “serve” refers to honoring them by living as their followers did, building shrines for them, and generally following religious practices. To “bow down” to these gods (physically bowing to an idol that represented them in a shrine or temple) was a symbolic action of surrender to them as one’s lord. It represented a definitive further step, beyond the idea of “serving” or honoring them. This would provoke Yahweh’s severe judgment, as he describes in 9:7–9. Later in the book, we hear how King Ahab of Israel took this further definitive step. The author reports in 16:31 that “he went and served Baal, and he bowed down to him.” This leads the author to say that Ahab was worse than any other king before him. Because the difference between “serve” and “bow down” has this significance, we recommend that you do not combine these two terms, even if you sometimes combine similar terms in your translation. If it would be helpful to your readers, you could explain in the text of your translation or in a footnote the significance of bowing down. For example, you might translate “serve and bow down to other gods” as “honor other gods and ultimately commit yourself to them by bowing down to them.”
9:1	v6rb		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִי֙	1	See how you translated the phrase “And it happened” in [2:39](../02/39.md), where it similarly introduces a new event.
9:1	xwxt		rc://*/ta/man/translate/figs-synecdoche	כְּ⁠כַלּ֣וֹת שְׁלֹמֹ֔ה לִ⁠בְנ֥וֹת	1	The author is using one person who was involved, Solomon, to mean everyone who was involved in building these structures. If it would be helpful in your language, you could state the meaning plainly, as the UST does. See how you translated similar expressions throughout chapters 5, 6, and 7. Alternate translation: [when Solomon’s workers finished building]
9:1	j0zi		rc://*/ta/man/translate/figs-metaphor	אֶת־בֵּית־יְהוָ֖ה	1	See how you translated the similar expression in [3:1](../03/01.md). Alternate translation: [the temple of]
9:1	s9xu		rc://*/ta/man/translate/figs-explicit	בֵּ֣ית הַ⁠מֶּ֑לֶךְ	1	See how you translated the similar expression in [7:1](../07/01.md). Alternate translation: [his royal palace]
9:1	mp8m		rc://*/ta/man/translate/figs-metonymy	וְ⁠אֵת֙ כָּל־חֵ֣שֶׁק שְׁלֹמֹ֔ה אֲשֶׁ֥ר חָפֵ֖ץ לַ⁠עֲשֽׂוֹת	1	The author is using Solomon’s **desire** to build further structures to represent those structures themselves. (He describes them in [9:15](../09/15.md) and, with a further reference to desire, in [9:17–19](../09/17.md).) If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and all of the other structures that Solomon delighted to build]
9:2	oopn		rc://*/ta/man/translate/translate-ordinal	שֵׁנִ֑ית	1	If your language would not represent a number in a form such as **second**, you could represent this number in a form that your language would use. Alternate translation: [again] or [once more]
9:3	w9nf		rc://*/ta/man/translate/figs-explicit	שָׁ֠מַעְתִּי	1	See how you translated the similar expression in [5:8](../05/08.md). Alternate translation: [I have answered]
9:3	m8oz		rc://*/ta/man/translate/writing-poetry	וְ⁠אֶת־תְּחִנָּתְ⁠ךָ֮ אֲשֶׁ֣ר הִתְחַנַּ֣נְתָּה	1	Yahweh is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [and the supplication that you made]
9:3	l38a		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנַ⁠י֒	1	Here, **to my face** represents “in my presence.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in my presence]
9:3	xnor		rc://*/ta/man/translate/figs-metonymy	לָ⁠שֽׂוּם־שְׁמִ֥⁠י שָׁ֖ם	1	See how you translated the similar expression in [3:2](../03/02.md) and the similar expressions throughout chapter 8. Alternate translation: [for it to be a place where people will worship me] or [for it to be a place where my reputation will be made known]
9:3	npf3		rc://*/ta/man/translate/figs-metaphor	וְ⁠הָי֨וּ עֵינַ֧⁠י וְ⁠לִבִּ֛⁠י שָׁ֖ם כָּל־הַ⁠יָּמִֽים	1	Yahweh is responding to Solomon’s request in [8:29](../08/29.md) “that your eyes may be opened to this house.” Solomon was speaking as if he wanted Yahweh always to be looking at the temple, but he meant that he wanted Yahweh always to be listening to the prayers that people offered toward the temple. Yahweh is saying that he will do this and, in addition, he will always care about the temple, the worship in it, and the prayers that people pray toward it. Yahweh is using his **heart** to represent his feelings and commitment. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And I will always listen to the prayers that people pray toward the temple, and it will always be precious to me]
9:3	pc1o		rc://*/ta/man/translate/figs-metonymy	כָּל־הַ⁠יָּמִֽים	1	Yahweh is using the term **days** to refer to time, since time consists of days. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [all the time]
9:4	wzks		rc://*/ta/man/translate/writing-pronouns	וְ⁠אַתָּ֞ה אִם־תֵּלֵ֣ךְ	1	Yahweh is stating the pronoun **you** separately, even though the verb translated as **you walk** already includes this meaning. He is doing that to emphasize that Solomon, for his part (just as his father had done for his own part), is to live in the way that he describes. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. See how you translated the similar expression “you, you swore” in [1:17](../01/17.md). Alternate translation: [And if you, for your part, walk] or [And if you personally walk]
9:4	bmkc		rc://*/ta/man/translate/figs-metaphor	אִם־תֵּלֵ֣ךְ לְ⁠פָנַ֗⁠י כַּ⁠אֲשֶׁ֨ר הָלַ֜ךְ דָּוִ֤ד אָבִ֨י⁠ךָ֙ בְּ⁠תָם־לֵבָ֣ב וּ⁠בְ⁠יֹ֔שֶׁר	1	See how you translated the similar phrase in [3:6](../03/06.md), where Solomon says to Yahweh about his father David, “he walked to your face in faithfulness and in righteousness and in uprightness of heart.” Alternate translation: [if you conduct yourself in my presence just as David your father conducted himself, with integrity in your motives and intentions and with upright actions]
9:4	cnit		rc://*/ta/man/translate/figs-doublet	חֻקַּ֥⁠י וּ⁠מִשְׁפָּטַ֖⁠י תִּשְׁמֹֽר	1	The terms **statutes** and **judgments** mean similar things. Yahweh is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [if you obey all of my commandments]
9:5	enfr		rc://*/ta/man/translate/figs-metaphor	וַ⁠הֲקִ֨מֹתִ֜י אֶת־כִּסֵּ֧א מַֽמְלַכְתְּ⁠ךָ֛ עַל־יִשְׂרָאֵ֖ל	1	Yahweh is speaking as if he would physically **raise up** the **throne** of Solomon to a high position above Israel. If it would be helpful in your language, you could express his meaning using an equivalent expression or plain language. If you have already translated the book of 2 Samuel, see how you translated the similar expression in [2 Samuel 3:10](../2sa/03/10.md). Alternate translation: [then I will establish your rule over the kingdom of Israel]
9:5	nftd		rc://*/ta/man/translate/figs-quotesinquotes	אָבִ֨י⁠ךָ֙ לֵ⁠אמֹ֔ר לֹֽא־יִכָּרֵ֤ת לְ⁠ךָ֙ אִ֔ישׁ מֵ⁠עַ֖ל כִּסֵּ֥א יִשְׂרָאֵֽל	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [your father when I told him that a man to him would not be cut off from upon the throne of Israel]
9:5	l7ou		rc://*/ta/man/translate/figs-metaphor	לֹֽא־יִכָּרֵ֤ת לְ⁠ךָ֙ אִ֔ישׁ מֵ⁠עַ֖ל כִּסֵּ֥א יִשְׂרָאֵֽל	1	See how you translated this same sentence in [3:4](../03/04.md). Alternate translation: [One of your descendants will always be the king of Israel]
9:6	w4b3		rc://*/ta/man/translate/figs-metaphor	אִם־שׁ֨וֹב תְּשֻׁב֜וּ⁠ן אַתֶּ֤ם וּ⁠בְנֵי⁠כֶם֙ מֵֽ⁠אַחֲרַ֔⁠י	1	Yahweh is speaking as if Solomon or his descendants would be walking behind him but then might **turn** away to walk in a different direction. He means that they would stop living in the manner in which he wants people to live. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [If you or your sons ever stop following me] or [If you or your sons ever stop being devoted to me as your God]
9:6	y5hf		rc://*/ta/man/translate/figs-reduplication	אִם־שׁ֨וֹב תְּשֻׁב֜וּ⁠ן	1	Yahweh is repeating forms of the verb **turn** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [If you ever turn]
9:6	osv9		rc://*/ta/man/translate/figs-yousingular	תְּשֻׁב֜וּ⁠ן אַתֶּ֤ם & וְ⁠לֹ֤א תִשְׁמְרוּ֙ & לִ⁠פְנֵי⁠כֶ֑ם וַ⁠הֲלַכְתֶּ֗ם	1	The word **you** is singular in the first two instances because Yahweh is using it to refer to Solomon. The words **you** and **your** (and the implied “you” in the verbs **serve** and **bow down**) are plural in the rest of the verse because Yahweh is using them to refer to Solomon and his **sons**. Use the appropriate singular and plural forms in each case in your translation if your language marks that distinction.
9:6	vvcd		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵי⁠כֶ֑ם	1	Here, **to your faces** means “in front of you.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I have set in front of you]
9:6	al2m		rc://*/ta/man/translate/figs-metaphor	לִ⁠פְנֵי⁠כֶ֑ם	1	Yahweh is speaking as if his commandments and statutes were objects that he had physically placed in front of the Israelites where they could see them. He means that he has given them these laws to obey. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [I have told you to obey]
9:6	ffzs		rc://*/ta/man/translate/figs-explicit	וַ⁠הֲלַכְתֶּ֗ם וַ⁠עֲבַדְתֶּם֙ אֱלֹהִ֣ים אֲחֵרִ֔ים	1	In describing this possible condition, Yahweh is not envisioning that Solomon or later kings would **go** somewhere in order to **serve other gods and bow down to them**. He is using the term **go** to mean that a king might resolve to do these things and take action to do them (leading his Israelite subjects to do the same). Your language may have a comparable expression that you can use in your translation. You could also use plain language. If you have already translated the book of 2 Samuel, see how you translated the similar expression in [2 Samuel 7:3](../2sa/07/03.md). Alternate translation: [and you decide to serve other gods and bow down to them]
9:6	qlcl		rc://*/ta/man/translate/translate-symaction	וַ⁠עֲבַדְתֶּם֙ אֱלֹהִ֣ים אֲחֵרִ֔ים וְ⁠הִשְׁתַּחֲוִיתֶ֖ם לָ⁠הֶֽם	1	When applied to “other gods,” the term “serve” refers to honoring them by living as their followers did, building shrines for them, and following religious practices such as praying to them and offering sacrifices to them. Bowing down to these gods (physically bowing to an idol that represented them in a shrine or temple) was a symbolic action of surrender to them as one’s lord. It represented a definitive further step, beyond the idea of “serving” or honoring them, that would provoke Yahweh’s judgment, as he describes in the following verses. So we recommend that you do not combine these two phrases in your translation. While their meaning is similar, there is a significant difference between them. If it would be helpful to your readers, you could explain in the text of your translation or in a footnote the significance of bowing down. Alternate translation: [and honor other gods and ultimately commit yourself to them by bowing down to them]
9:7	rwq3		rc://*/ta/man/translate/figs-idiom	וְ⁠הִכְרַתִּ֣י אֶת־יִשְׂרָאֵ֗ל מֵ⁠עַ֨ל פְּנֵ֤י הָ⁠אֲדָמָה֙ אֲשֶׁ֣ר נָתַ֣תִּי לָ⁠הֶ֔ם	1	See how you translated the term “face” in [8:40](../08/40.md). Alternate translation: [then I will cut off Israel from upon the surface of the ground that I have given to them]
9:7	mltx		rc://*/ta/man/translate/figs-metonymy	וְ⁠הִכְרַתִּ֣י אֶת־יִשְׂרָאֵ֗ל מֵ⁠עַ֨ל פְּנֵ֤י הָ⁠אֲדָמָה֙ אֲשֶׁ֣ר נָתַ֣תִּי לָ⁠הֶ֔ם	1	See how you translated the term “Israel” in [4:20](../04/20.md). Alternate translation: [then I will cut off the Israelites from upon the surface of the ground that I have given to them]
9:7	w5pm		rc://*/ta/man/translate/figs-metaphor	וְ⁠הִכְרַתִּ֣י אֶת־יִשְׂרָאֵ֗ל מֵ⁠עַ֨ל פְּנֵ֤י הָ⁠אֲדָמָה֙ אֲשֶׁ֣ר נָתַ֣תִּי לָ⁠הֶ֔ם	1	Yahweh is speaking as if he were actually going to **cut off** the Israelites **from … the ground**, as if they were a plant that he would remove from the ground with a sharp tool. He means that he will remove the Israelites from the land so that they will no longer live in it. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [then I will remove the Israelites so that they will no longer live in the land that I have given to them]
9:7	ahrj		rc://*/ta/man/translate/figs-metonymy	אֲשַׁלַּ֖ח מֵ⁠עַ֣ל פָּנָ֑⁠י	1	Here, **before my face** represents “in front of me.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I will send away from in front of me]
9:7	byvo		rc://*/ta/man/translate/figs-metaphor	אֲשַׁלַּ֖ח מֵ⁠עַ֣ל פָּנָ֑⁠י	1	Yahweh is speaking as if the temple were actually a person whom he could **send away** with a command. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will destroy so that it no longer exists]
9:7	pp7f		rc://*/ta/man/translate/figs-explicit	וְ⁠הָיָ֧ה יִשְׂרָאֵ֛ל לְ⁠מָשָׁ֥ל וְ⁠לִ⁠שְׁנִינָ֖ה בְּ⁠כָל־הָ⁠עַמִּֽים	1	The word translated as **proverb** indicates in this context that people would use the specific case of Israel as a reference point for a general observation. The word translated as **taunt** means that people would use a comparison with what happened to Israel to mock or ridicule others who suffered a similar fate. So while the meaning of these terms is similar, there is a significant difference between them, and we recommend that you do not combine them into a single term or phrase in your translation. The UST models one way to show their different meanings.
9:8	cwzm		rc://*/ta/man/translate/figs-ellipsis	וְ⁠הַ⁠בַּ֤יִת הַ⁠זֶּה֙ יִהְיֶ֣ה עֶלְי֔וֹן	1	This could mean: (1) that the author is leaving out a word that in many languages a sentence would need in order to be complete. The parallel passage in [2 Chronicles 7:21](../2ch/07/21.md) includes the word “which.” You could supply it in your translation if that would be clearer in your language. Alternate translation: [And this temple, which is exalted] or [And although this temple is now exalted] or (2) that the author is saying that the temple will be **exalted** in the sense of lifted up or heaped up as a ruin. Alternate translation: [And this temple will become a heap of ruins]
9:8	fpb3		rc://*/ta/man/translate/figs-activepassive	כָּל־עֹבֵ֥ר עָלָ֖י⁠ו יִשֹּׁ֣ם וְ⁠שָׁרָ֑ק	1	The expression **will be astonished** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [what has happened to it will astonish everyone passing by it, and they will hiss]
9:8	dtyd		rc://*/ta/man/translate/translate-symaction	וְ⁠שָׁרָ֑ק	1	To **hiss** was to make a sound like a snake by forcing breath through one’s teeth. In this culture, hissing was a way of expressing derision and contempt, like booing or whistling in some modern cultures. If it would be helpful to your readers, you could explain the significance of this action in the text or in a footnote. Alternate translation: [and will hiss in derision]
9:8	usar		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠אָמְר֗וּ עַל־מֶ֨ה עָשָׂ֤ה יְהוָה֙ כָּ֔כָה לָ⁠אָ֥רֶץ הַ⁠זֹּ֖את וְ⁠לַ⁠בַּ֥יִת הַ⁠זֶּֽה	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [And they will ask why Yahweh did this to this land and to this temple]
9:8	s5pw		rc://*/ta/man/translate/writing-pronouns	וְ⁠אָמְר֗וּ	1	The author is using the pronoun **they** in a general sense here, not to refer to specific people. Use an expression for this that would be natural in your language. Alternate translation: [And people will ask]
9:9	fvon		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠אָמְר֗וּ עַל֩ אֲשֶׁ֨ר	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [And they will say that it was because]
9:9	ln7t		rc://*/ta/man/translate/writing-pronouns	וְ⁠אָמְר֗וּ	1	The author is continuing to use the pronoun **they** in a general sense. Alternate translation: [And others will answer]
9:9	n6gk		rc://*/ta/man/translate/figs-ellipsis	עַל֩ אֲשֶׁ֨ר	1	The people are leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [Yahweh did this because]
9:9	gk7j		rc://*/ta/man/translate/figs-metaphor	אֶת־אֲבֹתָ⁠ם֮	1	See how you translated the similar expression in [1:21](../01/21.md). Alternate translation: [their ancestors]
9:9	iew8		rc://*/ta/man/translate/figs-metaphor	וַֽ⁠יַּחֲזִ֨קוּ֙ בֵּ⁠אלֹהִ֣ים אֲחֵרִ֔ים	1	The people Yahweh is envisioning are speaking here as if the Israelites were physically holding onto **other gods** with their hands. They mean that they became devoted to or loyal to these gods. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and they embraced other gods] or [and they became loyal to other gods]
9:9	rj0o		rc://*/ta/man/translate/figs-infostructure	ו⁠ישתחו לָ⁠הֶ֖ם וַ⁠יַּעַבְדֻ֑⁠ם	1	If it would be more natural in your language, you may want to put the information about **served them** before the information about **bowed down to them**, as in 9:6. Alternate translation: [and served them and bowed down to them]
9:9	ibf1		rc://*/ta/man/translate/figs-metaphor	הֵבִ֤יא יְהוָה֙ עֲלֵי⁠הֶ֔ם אֵ֥ת כָּל־הָ⁠רָעָ֖ה הַ⁠זֹּֽאת	1	The author is speaking here as if Yahweh had actually **brought** harm to the people, as if he had carried it over and set it down upon them. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Yahweh caused all of this harm to happen to them]
